 "y","U","k","epsilon","nut","tau_mu","tau_R","Pk","Tk","Dk","Peps","Teps","Deps","epsEps"
  0.1738000000E+03,  0.1840928132E+02,  0.8639187313E+00,  0.3628772270E-02,  0.1985861087E+02,  0.5839818272E-02,  0.1159706786E+00,  0.6772476881E-03,  0.2885620266E-02,  0.1508939761E-03,  0.4124794885E-05,  0.2345819908E-04,  0.1589602132E-05, -0.2896010544E-04
  0.1739000000E+03,  0.1840986415E+02,  0.8635218099E+00,  0.3624938308E-02,  0.1986139824E+02,  0.5816767358E-02,  0.1155291330E+00,  0.6720060894E-03,  0.2887071615E-02,  0.1509168301E-03,  0.4090425804E-05,  0.2344621185E-04,  0.1588295473E-05, -0.2891222597E-04
  0.1740000000E+03,  0.1841044467E+02,  0.8631263977E+00,  0.3621120229E-02,  0.1986418164E+02,  0.5793723543E-02,  0.1150875768E+00,  0.6667856035E-03,  0.2888517867E-02,  0.1509393986E-03,  0.4056231767E-05,  0.2343426920E-04,  0.1586992173E-05, -0.2886456991E-04
  0.1741000000E+03,  0.1841102289E+02,  0.8627324949E+00,  0.3617318019E-02,  0.1986696103E+02,  0.5770686829E-02,  0.1146460103E+00,  0.6615862217E-03,  0.2889959015E-02,  0.1509616831E-03,  0.4022212301E-05,  0.2342237110E-04,  0.1585692244E-05, -0.2881713682E-04
  0.1742000000E+03,  0.1841159881E+02,  0.8623401017E+00,  0.3613531667E-02,  0.1986973634E+02,  0.5747657214E-02,  0.1142044334E+00,  0.6564079354E-03,  0.2891395055E-02,  0.1509836850E-03,  0.3988366936E-05,  0.2341051757E-04,  0.1584395698E-05, -0.2876992623E-04
  0.1743000000E+03,  0.1841217242E+02,  0.8619492184E+00,  0.3609761159E-02,  0.1987250752E+02,  0.5724634698E-02,  0.1137628461E+00,  0.6512507361E-03,  0.2892825977E-02,  0.1510054054E-03,  0.3954695201E-05,  0.2339870860E-04,  0.1583102547E-05, -0.2872293769E-04
  0.1744000000E+03,  0.1841274373E+02,  0.8615598451E+00,  0.3606006482E-02,  0.1987527452E+02,  0.5701619282E-02,  0.1133212484E+00,  0.6461146150E-03,  0.2894251777E-02,  0.1510268458E-03,  0.3921196629E-05,  0.2338694418E-04,  0.1581812804E-05, -0.2867617074E-04
  0.1745000000E+03,  0.1841331275E+02,  0.8611719820E+00,  0.3602267623E-02,  0.1987803728E+02,  0.5678610963E-02,  0.1128796404E+00,  0.6409995635E-03,  0.2895672447E-02,  0.1510480076E-03,  0.3887870753E-05,  0.2337522432E-04,  0.1580526480E-05, -0.2862962493E-04
  0.1746000000E+03,  0.1841387946E+02,  0.8607856295E+00,  0.3598544569E-02,  0.1988079574E+02,  0.5655609741E-02,  0.1124380221E+00,  0.6359055729E-03,  0.2897087981E-02,  0.1510688920E-03,  0.3854717106E-05,  0.2336354900E-04,  0.1579243587E-05, -0.2858329982E-04
  0.1747000000E+03,  0.1841444387E+02,  0.8604007876E+00,  0.3594837307E-02,  0.1988354986E+02,  0.5632615615E-02,  0.1119963934E+00,  0.6308326344E-03,  0.2898498372E-02,  0.1510895005E-03,  0.3821735226E-05,  0.2335191825E-04,  0.1577964139E-05, -0.2853719494E-04
  0.1748000000E+03,  0.1841500598E+02,  0.8600174566E+00,  0.3591145826E-02,  0.1988629957E+02,  0.5609628583E-02,  0.1115547545E+00,  0.6257807394E-03,  0.2899903615E-02,  0.1511098344E-03,  0.3788924649E-05,  0.2334033205E-04,  0.1576688148E-05, -0.2849130987E-04
  0.1749000000E+03,  0.1841556579E+02,  0.8596356368E+00,  0.3587470111E-02,  0.1988904482E+02,  0.5586648644E-02,  0.1111131053E+00,  0.6207498789E-03,  0.2901303701E-02,  0.1511298952E-03,  0.3756284914E-05,  0.2332879039E-04,  0.1575415625E-05, -0.2844564414E-04
  0.1750000000E+03,  0.1841612331E+02,  0.8592553282E+00,  0.3583810150E-02,  0.1989178555E+02,  0.5563675796E-02,  0.1106714458E+00,  0.6157400444E-03,  0.2902698626E-02,  0.1511496843E-03,  0.3723815559E-05,  0.2331729328E-04,  0.1574146585E-05, -0.2840019731E-04
  0.1751000000E+03,  0.1841667853E+02,  0.8588765311E+00,  0.3580165931E-02,  0.1989452171E+02,  0.5540710037E-02,  0.1102297761E+00,  0.6107512269E-03,  0.2904088381E-02,  0.1511692029E-03,  0.3691516126E-05,  0.2330584072E-04,  0.1572881038E-05, -0.2835496895E-04
  0.1752000000E+03,  0.1841723145E+02,  0.8584992457E+00,  0.3576537440E-02,  0.1989725324E+02,  0.5517751364E-02,  0.1097880962E+00,  0.6057834176E-03,  0.2905472963E-02,  0.1511884527E-03,  0.3659386158E-05,  0.2329443272E-04,  0.1571618999E-05, -0.2830995861E-04
  0.1753000000E+03,  0.1841778208E+02,  0.8581234722E+00,  0.3572924666E-02,  0.1989998009E+02,  0.5494799775E-02,  0.1093464061E+00,  0.6008366077E-03,  0.2906852365E-02,  0.1512074350E-03,  0.3627425199E-05,  0.2328306927E-04,  0.1570360479E-05, -0.2826516586E-04
  0.1754000000E+03,  0.1841833041E+02,  0.8577492108E+00,  0.3569327595E-02,  0.1990270219E+02,  0.5471855267E-02,  0.1089047058E+00,  0.5959107882E-03,  0.2908226579E-02,  0.1512261512E-03,  0.3595632792E-05,  0.2327175037E-04,  0.1569105492E-05, -0.2822059025E-04
  0.1755000000E+03,  0.1841887645E+02,  0.8573764617E+00,  0.3565746216E-02,  0.1990541950E+02,  0.5448917838E-02,  0.1084629954E+00,  0.5910059504E-03,  0.2909595599E-02,  0.1512446027E-03,  0.3564008486E-05,  0.2326047602E-04,  0.1567854050E-05, -0.2817623135E-04
  0.1756000000E+03,  0.1841942019E+02,  0.8570052249E+00,  0.3562180515E-02,  0.1990813195E+02,  0.5425987484E-02,  0.1080212748E+00,  0.5861220852E-03,  0.2910959422E-02,  0.1512627912E-03,  0.3532551827E-05,  0.2324924623E-04,  0.1566606167E-05, -0.2813208874E-04
  0.1757000000E+03,  0.1841996165E+02,  0.8566355009E+00,  0.3558630480E-02,  0.1991083950E+02,  0.5403064202E-02,  0.1075795441E+00,  0.5812591838E-03,  0.2912318039E-02,  0.1512807179E-03,  0.3501262365E-05,  0.2323806099E-04,  0.1565361854E-05, -0.2808816196E-04
  0.1758000000E+03,  0.1842050081E+02,  0.8562672896E+00,  0.3555096098E-02,  0.1991354208E+02,  0.5380147988E-02,  0.1071378034E+00,  0.5764172372E-03,  0.2913671445E-02,  0.1512983843E-03,  0.3470139650E-05,  0.2322692032E-04,  0.1564121126E-05, -0.2804445061E-04
  0.1759000000E+03,  0.1842103768E+02,  0.8559005913E+00,  0.3551577358E-02,  0.1991623964E+02,  0.5357238839E-02,  0.1066960525E+00,  0.5715962364E-03,  0.2915019634E-02,  0.1513157921E-03,  0.3439183235E-05,  0.2321582421E-04,  0.1562883996E-05, -0.2800095424E-04
  0.1760000000E+03,  0.1842157225E+02,  0.8555354061E+00,  0.3548074247E-02,  0.1991893211E+02,  0.5334336749E-02,  0.1062542916E+00,  0.5667961724E-03,  0.2916362601E-02,  0.1513329425E-03,  0.3408392671E-05,  0.2320477266E-04,  0.1561650475E-05, -0.2795767243E-04
  0.1761000000E+03,  0.1842210454E+02,  0.8551717343E+00,  0.3544586752E-02,  0.1992161946E+02,  0.5311441716E-02,  0.1058125206E+00,  0.5620170363E-03,  0.2917700339E-02,  0.1513498372E-03,  0.3377767516E-05,  0.2319376568E-04,  0.1560420578E-05, -0.2791460475E-04
  0.1762000000E+03,  0.1842263454E+02,  0.8548095760E+00,  0.3541114861E-02,  0.1992430161E+02,  0.5288553735E-02,  0.1053707397E+00,  0.5572588189E-03,  0.2919032842E-02,  0.1513664776E-03,  0.3347307323E-05,  0.2318280327E-04,  0.1559194318E-05, -0.2787175079E-04
  0.1763000000E+03,  0.1842316225E+02,  0.8544489314E+00,  0.3537658563E-02,  0.1992697851E+02,  0.5265672800E-02,  0.1049289487E+00,  0.5525215114E-03,  0.2920360105E-02,  0.1513828653E-03,  0.3317011651E-05,  0.2317188544E-04,  0.1557971708E-05, -0.2782911012E-04
  0.1764000000E+03,  0.1842368768E+02,  0.8540898006E+00,  0.3534217844E-02,  0.1992965011E+02,  0.5242798908E-02,  0.1044871478E+00,  0.5478051045E-03,  0.2921682123E-02,  0.1513990016E-03,  0.3286880059E-05,  0.2316101219E-04,  0.1556752761E-05, -0.2778668231E-04
  0.1765000000E+03,  0.1842421081E+02,  0.8537321837E+00,  0.3530792692E-02,  0.1993231635E+02,  0.5219932052E-02,  0.1040453370E+00,  0.5431095894E-03,  0.2922998889E-02,  0.1514148883E-03,  0.3256912107E-05,  0.2315018352E-04,  0.1555537491E-05, -0.2774446696E-04
  0.1766000000E+03,  0.1842473166E+02,  0.8533760811E+00,  0.3527383096E-02,  0.1993497716E+02,  0.5197072228E-02,  0.1036035162E+00,  0.5384349567E-03,  0.2924310398E-02,  0.1514305268E-03,  0.3227107356E-05,  0.2313939944E-04,  0.1554325911E-05, -0.2770246365E-04
  0.1767000000E+03,  0.1842525023E+02,  0.8530214927E+00,  0.3523989043E-02,  0.1993763251E+02,  0.5174219430E-02,  0.1031616855E+00,  0.5337811975E-03,  0.2925616644E-02,  0.1514459186E-03,  0.3197465370E-05,  0.2312865996E-04,  0.1553118034E-05, -0.2766067195E-04
  0.1768000000E+03,  0.1842576651E+02,  0.8526684188E+00,  0.3520610522E-02,  0.1994028232E+02,  0.5151373651E-02,  0.1027198449E+00,  0.5291483026E-03,  0.2926917622E-02,  0.1514610652E-03,  0.3167985713E-05,  0.2311796507E-04,  0.1551913874E-05, -0.2761909146E-04
  0.1769000000E+03,  0.1842628050E+02,  0.8523168595E+00,  0.3517247519E-02,  0.1994292654E+02,  0.5128534887E-02,  0.1022779945E+00,  0.5245362630E-03,  0.2928213327E-02,  0.1514759684E-03,  0.3138667951E-05,  0.2310731478E-04,  0.1550713445E-05, -0.2757772177E-04
  0.1770000000E+03,  0.1842679222E+02,  0.8519668149E+00,  0.3513900024E-02,  0.1994556512E+02,  0.5105703130E-02,  0.1018361342E+00,  0.5199450694E-03,  0.2929503753E-02,  0.1514906295E-03,  0.3109511652E-05,  0.2309670911E-04,  0.1549516759E-05, -0.2753656246E-04
  0.1771000000E+03,  0.1842730164E+02,  0.8516182853E+00,  0.3510568024E-02,  0.1994819799E+02,  0.5082878375E-02,  0.1013942642E+00,  0.5153747127E-03,  0.2930788895E-02,  0.1515050502E-03,  0.3080516384E-05,  0.2308614805E-04,  0.1548323831E-05, -0.2749561314E-04
  0.1772000000E+03,  0.1842780879E+02,  0.8512712707E+00,  0.3507251507E-02,  0.1995082510E+02,  0.5060060613E-02,  0.1009523843E+00,  0.5108251837E-03,  0.2932068746E-02,  0.1515192320E-03,  0.3051681717E-05,  0.2307563161E-04,  0.1547134674E-05, -0.2745487338E-04
  0.1773000000E+03,  0.1842831366E+02,  0.8509257713E+00,  0.3503950461E-02,  0.1995344640E+02,  0.5037249840E-02,  0.1005104947E+00,  0.5062964732E-03,  0.2933343304E-02,  0.1515331765E-03,  0.3023007223E-05,  0.2306515979E-04,  0.1545949302E-05, -0.2741434279E-04
  0.1774000000E+03,  0.1842881624E+02,  0.8505817872E+00,  0.3500664875E-02,  0.1995606182E+02,  0.5014446046E-02,  0.1000685953E+00,  0.5017885721E-03,  0.2934612560E-02,  0.1515468853E-03,  0.2994492476E-05,  0.2305473261E-04,  0.1544767728E-05, -0.2737402097E-04
  0.1775000000E+03,  0.1842931655E+02,  0.8502393186E+00,  0.3497394737E-02,  0.1995867132E+02,  0.4991649225E-02,  0.9962668622E-01,  0.4973014711E-03,  0.2935876513E-02,  0.1515603600E-03,  0.2966137049E-05,  0.2304435007E-04,  0.1543589967E-05, -0.2733390750E-04
  0.1776000000E+03,  0.1842981457E+02,  0.8498983657E+00,  0.3494140034E-02,  0.1996127482E+02,  0.4968859370E-02,  0.9918476744E-01,  0.4928351610E-03,  0.2937135154E-02,  0.1515736022E-03,  0.2937940520E-05,  0.2303401218E-04,  0.1542416032E-05, -0.2729400201E-04
  0.1777000000E+03,  0.1843031032E+02,  0.8495589284E+00,  0.3490900756E-02,  0.1996387228E+02,  0.4946076472E-02,  0.9874283899E-01,  0.4883896326E-03,  0.2938388480E-02,  0.1515866134E-03,  0.2909902465E-05,  0.2302371895E-04,  0.1541245936E-05, -0.2725430407E-04
  0.1778000000E+03,  0.1843080379E+02,  0.8492210070E+00,  0.3487676890E-02,  0.1996646364E+02,  0.4923300522E-02,  0.9830090089E-01,  0.4839648767E-03,  0.2939636486E-02,  0.1515993954E-03,  0.2882022463E-05,  0.2301347037E-04,  0.1540079694E-05, -0.2721481331E-04
  0.1779000000E+03,  0.1843129498E+02,  0.8488846016E+00,  0.3484468425E-02,  0.1996904884E+02,  0.4900531514E-02,  0.9785895317E-01,  0.4795608839E-03,  0.2940879166E-02,  0.1516119497E-03,  0.2854300095E-05,  0.2300326647E-04,  0.1538917319E-05, -0.2717552932E-04
  0.1780000000E+03,  0.1843178389E+02,  0.8485497123E+00,  0.3481275349E-02,  0.1997162783E+02,  0.4877769438E-02,  0.9741699585E-01,  0.4751776451E-03,  0.2942116515E-02,  0.1516242778E-03,  0.2826734942E-05,  0.2299310724E-04,  0.1537758826E-05, -0.2713645172E-04
  0.1781000000E+03,  0.1843227053E+02,  0.8482163393E+00,  0.3478097650E-02,  0.1997420054E+02,  0.4855014285E-02,  0.9697502896E-01,  0.4708151509E-03,  0.2943348530E-02,  0.1516363815E-03,  0.2799326589E-05,  0.2298299270E-04,  0.1536604227E-05, -0.2709758011E-04
  0.1782000000E+03,  0.1843275489E+02,  0.8478844826E+00,  0.3474935318E-02,  0.1997676692E+02,  0.4832266047E-02,  0.9653305253E-01,  0.4664733921E-03,  0.2944575205E-02,  0.1516482624E-03,  0.2772074619E-05,  0.2297292286E-04,  0.1535453538E-05, -0.2705891410E-04
  0.1783000000E+03,  0.1843323698E+02,  0.8475541425E+00,  0.3471788340E-02,  0.1997932692E+02,  0.4809524713E-02,  0.9609106657E-01,  0.4621523594E-03,  0.2945796534E-02,  0.1516599221E-03,  0.2744978620E-05,  0.2296289772E-04,  0.1534306772E-05, -0.2702045331E-04
  0.1784000000E+03,  0.1843371680E+02,  0.8472253189E+00,  0.3468656706E-02,  0.1998188047E+02,  0.4786790275E-02,  0.9564907112E-01,  0.4578520435E-03,  0.2947012513E-02,  0.1516713622E-03,  0.2718038179E-05,  0.2295291729E-04,  0.1533163943E-05, -0.2698219734E-04
  0.1785000000E+03,  0.1843419434E+02,  0.8468980120E+00,  0.3465540402E-02,  0.1998442752E+02,  0.4764062723E-02,  0.9520706621E-01,  0.4535724351E-03,  0.2948223138E-02,  0.1516825844E-03,  0.2691252886E-05,  0.2294298158E-04,  0.1532025065E-05, -0.2694414582E-04
  0.1786000000E+03,  0.1843466961E+02,  0.8465722220E+00,  0.3462439420E-02,  0.1998696801E+02,  0.4741342047E-02,  0.9476505184E-01,  0.4493135249E-03,  0.2949428405E-02,  0.1516935904E-03,  0.2664622331E-05,  0.2293309060E-04,  0.1530890153E-05, -0.2690629837E-04
  0.1787000000E+03,  0.1843514261E+02,  0.8462479488E+00,  0.3459353746E-02,  0.1998950189E+02,  0.4718628236E-02,  0.9432302806E-01,  0.4450753036E-03,  0.2950628307E-02,  0.1517043818E-03,  0.2638146107E-05,  0.2292324437E-04,  0.1529759219E-05, -0.2686865460E-04
  0.1788000000E+03,  0.1843561334E+02,  0.8459251928E+00,  0.3456283369E-02,  0.1999202910E+02,  0.4695921281E-02,  0.9388099489E-01,  0.4408577618E-03,  0.2951822841E-02,  0.1517149602E-03,  0.2611823808E-05,  0.2291344288E-04,  0.1528632278E-05, -0.2683121413E-04
  0.1789000000E+03,  0.1843608180E+02,  0.8456039539E+00,  0.3453228279E-02,  0.1999454958E+02,  0.4673221170E-02,  0.9343895236E-01,  0.4366608902E-03,  0.2953012002E-02,  0.1517253273E-03,  0.2585655028E-05,  0.2290368615E-04,  0.1527509345E-05, -0.2679397659E-04
  0.1790000000E+03,  0.1843654798E+02,  0.8452842322E+00,  0.3450188465E-02,  0.1999706327E+02,  0.4650527892E-02,  0.9299690049E-01,  0.4324846796E-03,  0.2954195785E-02,  0.1517354848E-03,  0.2559639366E-05,  0.2289397419E-04,  0.1526390433E-05, -0.2675694160E-04
  0.1791000000E+03,  0.1843701190E+02,  0.8449660279E+00,  0.3447163914E-02,  0.1999957011E+02,  0.4627841437E-02,  0.9255483930E-01,  0.4283291205E-03,  0.2955374187E-02,  0.1517454343E-03,  0.2533776420E-05,  0.2288430701E-04,  0.1525275557E-05, -0.2672010879E-04
  0.1792000000E+03,  0.1843747355E+02,  0.8446493410E+00,  0.3444154615E-02,  0.2000207006E+02,  0.4605161793E-02,  0.9211276884E-01,  0.4241942037E-03,  0.2956547202E-02,  0.1517551776E-03,  0.2508065788E-05,  0.2287468462E-04,  0.1524164730E-05, -0.2668347778E-04
  0.1793000000E+03,  0.1843793293E+02,  0.8443341717E+00,  0.3441160559E-02,  0.2000456305E+02,  0.4582488949E-02,  0.9167068912E-01,  0.4200799198E-03,  0.2957714826E-02,  0.1517647163E-03,  0.2482507074E-05,  0.2286510703E-04,  0.1523057968E-05, -0.2664704821E-04
  0.1794000000E+03,  0.1843839005E+02,  0.8440205201E+00,  0.3438181733E-02,  0.2000704903E+02,  0.4559822891E-02,  0.9122860016E-01,  0.4159862594E-03,  0.2958877057E-02,  0.1517740521E-03,  0.2457099881E-05,  0.2285557425E-04,  0.1521955283E-05, -0.2661081971E-04
  0.1795000000E+03,  0.1843884490E+02,  0.8437083862E+00,  0.3435218126E-02,  0.2000952794E+02,  0.4537163610E-02,  0.9078650201E-01,  0.4119132132E-03,  0.2960033887E-02,  0.1517831866E-03,  0.2431843812E-05,  0.2284608629E-04,  0.1520856690E-05, -0.2657479191E-04
  0.1796000000E+03,  0.1843929748E+02,  0.8433977701E+00,  0.3432269728E-02,  0.2001199972E+02,  0.4514511091E-02,  0.9034439469E-01,  0.4078607719E-03,  0.2961185313E-02,  0.1517921216E-03,  0.2406738474E-05,  0.2283664317E-04,  0.1519762204E-05, -0.2653896444E-04
  0.1797000000E+03,  0.1843974780E+02,  0.8430886719E+00,  0.3429336528E-02,  0.2001446432E+02,  0.4491865323E-02,  0.8990227823E-01,  0.4038289260E-03,  0.2962331332E-02,  0.1518008587E-03,  0.2381783475E-05,  0.2282724489E-04,  0.1518671838E-05, -0.2650333694E-04
  0.1798000000E+03,  0.1844019585E+02,  0.8427810918E+00,  0.3426418514E-02,  0.2001692167E+02,  0.4469226293E-02,  0.8946015264E-01,  0.3998176664E-03,  0.2963471939E-02,  0.1518093997E-03,  0.2356978423E-05,  0.2281789147E-04,  0.1517585607E-05, -0.2646790905E-04
  0.1799000000E+03,  0.1844064165E+02,  0.8424750297E+00,  0.3423515677E-02,  0.2001937173E+02,  0.4446593987E-02,  0.8901801797E-01,  0.3958269835E-03,  0.2964607130E-02,  0.1518177463E-03,  0.2332322931E-05,  0.2280858291E-04,  0.1516503524E-05, -0.2643268042E-04
  0.1800000000E+03,  0.1844108517E+02,  0.8421704858E+00,  0.3420628004E-02,  0.2002181444E+02,  0.4423968393E-02,  0.8857587425E-01,  0.3918568681E-03,  0.2965736900E-02,  0.1518259000E-03,  0.2307816611E-05,  0.2279931923E-04,  0.1515425605E-05, -0.2639765067E-04
  0.1801000000E+03,  0.1844152644E+02,  0.8418674602E+00,  0.3417755486E-02,  0.2002424973E+02,  0.4401349497E-02,  0.8813372149E-01,  0.3879073108E-03,  0.2966861247E-02,  0.1518338628E-03,  0.2283459075E-05,  0.2279010045E-04,  0.1514351864E-05, -0.2636281946E-04
  0.1802000000E+03,  0.1844196544E+02,  0.8415659529E+00,  0.3414898111E-02,  0.2002667756E+02,  0.4378737286E-02,  0.8769155974E-01,  0.3839783022E-03,  0.2967980165E-02,  0.1518416362E-03,  0.2259249941E-05,  0.2278092656E-04,  0.1513282314E-05, -0.2632818643E-04
  0.1803000000E+03,  0.1844240219E+02,  0.8412659640E+00,  0.3412055869E-02,  0.2002909786E+02,  0.4356131744E-02,  0.8724938901E-01,  0.3800698331E-03,  0.2969093652E-02,  0.1518492220E-03,  0.2235188825E-05,  0.2277179759E-04,  0.1512216969E-05, -0.2629375123E-04
  0.1804000000E+03,  0.1844283667E+02,  0.8409674937E+00,  0.3409228749E-02,  0.2003151059E+02,  0.4333532858E-02,  0.8680720934E-01,  0.3761818940E-03,  0.2970201701E-02,  0.1518566218E-03,  0.2211275346E-05,  0.2276271356E-04,  0.1511155846E-05, -0.2625951350E-04
  0.1805000000E+03,  0.1844326889E+02,  0.8406705419E+00,  0.3406416740E-02,  0.2003391568E+02,  0.4310940615E-02,  0.8636502076E-01,  0.3723144757E-03,  0.2971304311E-02,  0.1518638374E-03,  0.2187509124E-05,  0.2275367446E-04,  0.1510098956E-05, -0.2622547291E-04
  0.1806000000E+03,  0.1844369886E+02,  0.8403751087E+00,  0.3403619833E-02,  0.2003631307E+02,  0.4288354998E-02,  0.8592282330E-01,  0.3684675687E-03,  0.2972401478E-02,  0.1518708706E-03,  0.2163889782E-05,  0.2274468031E-04,  0.1509046315E-05, -0.2619162909E-04
  0.1807000000E+03,  0.1844412656E+02,  0.8400811942E+00,  0.3400838016E-02,  0.2003870272E+02,  0.4265775993E-02,  0.8548061699E-01,  0.3646411638E-03,  0.2973493196E-02,  0.1518777229E-03,  0.2140416943E-05,  0.2273573113E-04,  0.1507997937E-05, -0.2615798170E-04
  0.1808000000E+03,  0.1844455201E+02,  0.8397887985E+00,  0.3398071279E-02,  0.2004108456E+02,  0.4243203585E-02,  0.8503840186E-01,  0.3608352516E-03,  0.2974579463E-02,  0.1518843962E-03,  0.2117090232E-05,  0.2272682693E-04,  0.1506953836E-05, -0.2612453040E-04
  0.1809000000E+03,  0.1844497520E+02,  0.8394979217E+00,  0.3395319612E-02,  0.2004345855E+02,  0.4220637758E-02,  0.8459617794E-01,  0.3570498228E-03,  0.2975660275E-02,  0.1518908922E-03,  0.2093909276E-05,  0.2271796771E-04,  0.1505914026E-05, -0.2609127485E-04
  0.1810000000E+03,  0.1844539614E+02,  0.8392085638E+00,  0.3392583004E-02,  0.2004582461E+02,  0.4198078497E-02,  0.8415394527E-01,  0.3532848681E-03,  0.2976735628E-02,  0.1518972126E-03,  0.2070873703E-05,  0.2270915351E-04,  0.1504878522E-05, -0.2605821470E-04
  0.1811000000E+03,  0.1844581482E+02,  0.8389207248E+00,  0.3389861444E-02,  0.2004818271E+02,  0.4175525786E-02,  0.8371170386E-01,  0.3495403781E-03,  0.2977805519E-02,  0.1519033590E-03,  0.2047983144E-05,  0.2270038432E-04,  0.1503847338E-05, -0.2602534961E-04
  0.1812000000E+03,  0.1844623125E+02,  0.8386344049E+00,  0.3387154923E-02,  0.2005053277E+02,  0.4152979609E-02,  0.8326945376E-01,  0.3458163435E-03,  0.2978869943E-02,  0.1519093334E-03,  0.2025237230E-05,  0.2269166016E-04,  0.1502820488E-05, -0.2599267926E-04
  0.1813000000E+03,  0.1844664542E+02,  0.8383496040E+00,  0.3384463431E-02,  0.2005287475E+02,  0.4130439950E-02,  0.8282719499E-01,  0.3421127551E-03,  0.2979928898E-02,  0.1519151373E-03,  0.2002635595E-05,  0.2268298105E-04,  0.1501797986E-05, -0.2596020330E-04
  0.1814000000E+03,  0.1844705733E+02,  0.8380663224E+00,  0.3381786956E-02,  0.2005520859E+02,  0.4107906792E-02,  0.8238492759E-01,  0.3384296036E-03,  0.2980982380E-02,  0.1519207725E-03,  0.1980177873E-05,  0.2267434700E-04,  0.1500779847E-05, -0.2592792139E-04
  0.1815000000E+03,  0.1844746700E+02,  0.8377845599E+00,  0.3379125489E-02,  0.2005753424E+02,  0.4085380117E-02,  0.8194265159E-01,  0.3347668796E-03,  0.2982030384E-02,  0.1519262406E-03,  0.1957863700E-05,  0.2266575801E-04,  0.1499766085E-05, -0.2589583321E-04
  0.1816000000E+03,  0.1844787441E+02,  0.8375043167E+00,  0.3376479019E-02,  0.2005985164E+02,  0.4062859910E-02,  0.8150036702E-01,  0.3311245738E-03,  0.2983072910E-02,  0.1519315436E-03,  0.1935692716E-05,  0.2265721412E-04,  0.1498756713E-05, -0.2586393843E-04
  0.1817000000E+03,  0.1844827957E+02,  0.8372255928E+00,  0.3373847538E-02,  0.2006216072E+02,  0.4040346153E-02,  0.8105807391E-01,  0.3275026771E-03,  0.2984109951E-02,  0.1519366831E-03,  0.1913664561E-05,  0.2264871532E-04,  0.1497751747E-05, -0.2583223671E-04
  0.1818000000E+03,  0.1844868248E+02,  0.8369483882E+00,  0.3371231033E-02,  0.2006446145E+02,  0.4017838829E-02,  0.8061577230E-01,  0.3239011802E-03,  0.2985141506E-02,  0.1519416607E-03,  0.1891778874E-05,  0.2264026164E-04,  0.1496751200E-05, -0.2580072773E-04
  0.1819000000E+03,  0.1844908314E+02,  0.8366727031E+00,  0.3368629497E-02,  0.2006675376E+02,  0.3995337919E-02,  0.8017346222E-01,  0.3203200737E-03,  0.2986167570E-02,  0.1519464783E-03,  0.1870035301E-05,  0.2263185309E-04,  0.1495755086E-05, -0.2576941117E-04
  0.1820000000E+03,  0.1844948155E+02,  0.8363985375E+00,  0.3366042917E-02,  0.2006903760E+02,  0.3972843405E-02,  0.7973114369E-01,  0.3167593484E-03,  0.2987188141E-02,  0.1519511376E-03,  0.1848433485E-05,  0.2262348968E-04,  0.1494763420E-05, -0.2573828670E-04
  0.1821000000E+03,  0.1844987771E+02,  0.8361258913E+00,  0.3363471286E-02,  0.2007131292E+02,  0.3950355270E-02,  0.7928881676E-01,  0.3132189952E-03,  0.2988203214E-02,  0.1519556403E-03,  0.1826973074E-05,  0.2261517143E-04,  0.1493776216E-05, -0.2570735400E-04
  0.1822000000E+03,  0.1845027162E+02,  0.8358547648E+00,  0.3360914592E-02,  0.2007357965E+02,  0.3927873496E-02,  0.7884648146E-01,  0.3096990048E-03,  0.2989212788E-02,  0.1519599882E-03,  0.1805653715E-05,  0.2260689835E-04,  0.1492793488E-05, -0.2567661274E-04
  0.1823000000E+03,  0.1845066328E+02,  0.8355851578E+00,  0.3358372826E-02,  0.2007583774E+02,  0.3905398062E-02,  0.7840413782E-01,  0.3061993679E-03,  0.2990216858E-02,  0.1519641828E-03,  0.1784475058E-05,  0.2259867046E-04,  0.1491815250E-05, -0.2564606262E-04
  0.1824000000E+03,  0.1845105270E+02,  0.8353170704E+00,  0.3355845979E-02,  0.2007808715E+02,  0.3882928951E-02,  0.7796178587E-01,  0.3027200755E-03,  0.2991215422E-02,  0.1519682262E-03,  0.1763436755E-05,  0.2259048776E-04,  0.1490841516E-05, -0.2561570330E-04
  0.1825000000E+03,  0.1845143987E+02,  0.8350505028E+00,  0.3353334039E-02,  0.2008032781E+02,  0.3860466144E-02,  0.7751942565E-01,  0.2992611182E-03,  0.2992208476E-02,  0.1519721198E-03,  0.1742538460E-05,  0.2258235029E-04,  0.1489872300E-05, -0.2558553449E-04
  0.1826000000E+03,  0.1845182479E+02,  0.8347854548E+00,  0.3350836999E-02,  0.2008255966E+02,  0.3838009620E-02,  0.7707705719E-01,  0.2958224870E-03,  0.2993196018E-02,  0.1519758655E-03,  0.1721779826E-05,  0.2257425804E-04,  0.1488907617E-05, -0.2555555586E-04
  0.1827000000E+03,  0.1845220747E+02,  0.8345219267E+00,  0.3348354847E-02,  0.2008478267E+02,  0.3815559361E-02,  0.7663468053E-01,  0.2924041727E-03,  0.2994178044E-02,  0.1519794650E-03,  0.1701160511E-05,  0.2256621104E-04,  0.1487947480E-05, -0.2552576711E-04
